"地域コード","都道府県","市区町村","地域","投票日","選挙名","議会議員","首長","補欠選挙","再選挙","政令指定都市","候補者数","年齢中央値","年齢最小値","年齢平均値","X65歳以上割合","新人割合","女性割合","自民公明割合","共産社民割合","無所属割合"
"R01235","北海道","石狩市","北海道",2019-05-19,"石狩市長選挙",0,1,0,0,0,2,63,63,63,0,1,0,0,0,1
"R01236","北海道","北斗市","北海道",2014-02-23,"北斗市議会議員補欠選挙",1,0,1,0,0,3,44,44,44,0,0,0,0,0,1
"R01236","北海道","北斗市","北海道",2014-02-23,"北斗市長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R01236","北海道","北斗市","北海道",2015-04-26,"北斗市議会議員選挙",1,0,0,0,0,24,65,45,64.2727272727273,0.545454545454545,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.818181818181818
"R01236","北海道","北斗市","北海道",2018-01-28,"北斗市議会議員補欠選挙",1,0,1,0,0,2,58,58,58,0,1,1,0,0,1
"R01236","北海道","北斗市","北海道",2018-01-28,"北斗市長選挙",0,1,0,0,0,2,58,58,58,0,1,0,0,0,1
"R01236","北海道","北斗市","北海道",2019-04-21,"北斗市議会議員選挙",1,0,0,0,0,26,64,38,62.5909090909091,0.5,0.181818181818182,0.0909090909090909,0.0909090909090909,0.0454545454545455,0.863636363636364
"R01303","北海道","当別町","北海道",2013-07-28,"当別町議会議員補欠選挙",1,0,1,0,0,3,59.5,59,59.5,0,1,0,0,0,1
"R01303","北海道","当別町","北海道",2013-07-28,"当別町長選挙",0,1,0,0,0,2,70,70,70,1,1,0,0,0,1
"R01303","北海道","当別町","北海道",2015-04-26,"当別町議会議員選挙",1,0,0,0,0,16,63,35,61.8,0.466666666666667,0.266666666666667,0.133333333333333,0.133333333333333,0.0666666666666667,0.8
"R01303","北海道","当別町","北海道",2017-07-23,"当別町長選挙",0,1,0,0,0,2,74,74,74,1,0,0,0,0,1
"R01303","北海道","当別町","北海道",2019-04-21,"当別町議会議員選挙",1,0,0,0,0,16,66,27,63.5333333333333,0.533333333333333,0.133333333333333,0.2,0.133333333333333,0.0666666666666667,0.8
"R01303","北海道","当別町","北海道",2021-07-18,"当別町議会議員補欠選挙",1,0,1,0,0,2,41,41,41,0,0,0,0,0,1
"R01303","北海道","当別町","北海道",2021-07-18,"当別町長選挙",0,1,0,0,0,2,66,66,66,1,1,0,0,0,1
"R01304","北海道","新篠津村","北海道",2013-06-23,"新篠津村長選挙",0,1,0,0,0,1,66,66,66,1,0,0,0,0,1
"R01304","北海道","新篠津村","北海道",2015-04-26,"新篠津村議会議員選挙",1,0,0,0,0,8,59.5,42,57.5,0,0.625,0,0,0.125,0.875
"R01304","北海道","新篠津村","北海道",2017-06-25,"新篠津村議会議員補欠選挙",1,0,1,0,0,1,55,55,55,0,1,0,0,0,1
"R01304","北海道","新篠津村","北海道",2017-06-25,"新篠津村長選挙",0,1,0,0,0,1,63,63,63,0,1,0,0,0,1
"R01304","北海道","新篠津村","北海道",2019-04-21,"新篠津村議会議員選挙",1,0,0,0,0,10,61.5,46,58.75,0.125,0.25,0,0,0,1
"R01304","北海道","新篠津村","北海道",2021-06-27,"新篠津村長選挙",0,1,0,0,0,1,67,67,67,1,0,0,0,0,1
"R01331","北海道","松前町","北海道",2012-04-08,"松前町長選挙",0,1,0,0,0,2,56,56,56,0,1,0,0,0,1
"R01331","北海道","松前町","北海道",2015-06-28,"松前町議会議員選挙",1,0,0,0,0,15,67.5,49,67.0833333333333,0.833333333333333,0.166666666666667,0.0833333333333333,0.0833333333333333,0,0.916666666666667
"R01331","北海道","松前町","北海道",2016-04-03,"松前町長選挙",0,1,0,0,0,2,60,60,60,0,0,0,0,0,1
"R01331","北海道","松前町","北海道",2019-06-23,"松前町議会議員選挙",1,0,0,0,0,12,69.5,53,69.4166666666667,0.833333333333333,0.0833333333333333,0.166666666666667,0.0833333333333333,0,0.916666666666667
"R01331","北海道","松前町","北海道",2020-03-29,"松前町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01332","北海道","福島町","北海道",2012-08-26,"福島町議会議員補欠選挙",1,0,1,0,0,2,37,37,37,0,0,0,0,0,1
"R01332","北海道","福島町","北海道",2012-08-26,"福島町長選挙",0,1,0,0,0,2,50,50,50,0,1,0,0,0,1
"R01332","北海道","福島町","北海道",2015-08-15,"福島町議会議員選挙",1,0,0,0,0,11,67,35,64.4,0.8,0,0.1,0.1,0.1,0.8
"R01332","北海道","福島町","北海道",2015-10-04,"福島町長選挙",0,1,0,0,0,1,59,59,59,0,1,0,0,0,1
"R01332","北海道","福島町","北海道",2019-08-16,"福島町議会議員選挙",1,0,0,0,0,11,70.5,39,64.7,0.7,0.1,0,0.1,0,0.9
"R01332","北海道","福島町","北海道",2019-08-16,"福島町長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R01333","北海道","知内町","北海道",2012-03-25,"知内町議会議員選挙",1,0,0,0,0,13,63.5,53,64.7,0.4,0.1,0.1,0.1,0,0.9
"R01333","北海道","知内町","北海道",2015-02-01,"知内町議会議員補欠選挙",1,0,1,0,0,1,69,69,69,1,0,0,0,0,1
"R01333","北海道","知内町","北海道",2015-02-01,"知内町長選挙",0,1,0,0,0,1,63,63,63,0,0,0,0,0,1
"R01333","北海道","知内町","北海道",2016-03-27,"知内町議会議員選挙",1,0,0,0,0,10,67,57,66.4,0.6,0.3,0.2,0.1,0.1,0.8
"R01333","北海道","知内町","北海道",2019-02-03,"知内町議会議員補欠選挙",1,0,1,0,0,2,49,49,49,0,1,0,0,0,1
"R01333","北海道","知内町","北海道",2019-02-03,"知内町長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R01333","北海道","知内町","北海道",2020-03-22,"知内町議会議員選挙",1,0,0,0,0,13,69,50,68.4,0.9,0.1,0.1,0.1,0,0.9
"R01334","北海道","木古内町","北海道",2012-04-15,"木古内町長選挙",0,1,0,0,0,1,58,58,58,0,0,0,0,0,1
"R01334","北海道","木古内町","北海道",2015-04-26,"木古内町議会議員選挙",1,0,0,0,0,12,63.5,36,61.1,0.4,0.3,0,0,0.1,0.9
"R01334","北海道","木古内町","北海道",2016-04-17,"木古内町長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R01334","北海道","木古内町","北海道",2019-04-21,"木古内町議会議員選挙",1,0,0,0,0,11,60,39,59.1,0.4,0.2,0,0.1,0.1,0.8
"R01334","北海道","木古内町","北海道",2020-04-19,"木古内町議会議員補欠選挙",1,0,1,0,0,1,66,66,66,1,0,0,0,0,0
"R01334","北海道","木古内町","北海道",2020-04-19,"木古内町長選挙",0,1,0,0,0,2,40,40,40,0,1,0,0,0,1
"R01337","北海道","七飯町","北海道",2014-04-13,"七飯町議会議員補欠選挙",1,0,1,0,0,4,43,43,43,0,1,0,0,0,1
"R01337","北海道","七飯町","北海道",2014-04-13,"七飯町長選挙",0,1,0,0,0,2,59,59,59,0,0,0,0,0,1
"R01337","北海道","七飯町","北海道",2015-04-26,"七飯町議会議員選挙",1,0,0,0,0,23,63,32,62.2222222222222,0.444444444444444,0.166666666666667,0.0555555555555556,0.111111111111111,0.0555555555555556,0.833333333333333
"R01337","北海道","七飯町","北海道",2018-04-08,"七飯町議会議員補欠選挙",1,0,1,0,0,2,49,49,49,0,1,1,0,0,1
"R01337","北海道","七飯町","北海道",2018-04-08,"七飯町長選挙",0,1,0,0,0,2,63,63,63,0,0,0,0,0,1
"R01337","北海道","七飯町","北海道",2019-04-21,"七飯町議会議員選挙",1,0,0,0,0,20,64.5,36,62.5,0.5,0.111111111111111,0.111111111111111,0.111111111111111,0.0555555555555556,0.833333333333333
"R01343","北海道","鹿部町","北海道",2013-02-10,"鹿部町議会議員選挙",1,0,0,0,0,10,64,59,65.3,0.5,0,0.1,0,0,1
"R01343","北海道","鹿部町","北海道",2013-02-10,"鹿部町長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R01343","北海道","鹿部町","北海道",2017-02-05,"鹿部町議会議員選挙",1,0,0,0,0,11,68,47,66.2,0.8,0.2,0.1,0,0,1
"R01343","北海道","鹿部町","北海道",2017-02-05,"鹿部町長選挙",0,1,0,0,0,2,45,45,45,0,1,0,0,0,1
"R01343","北海道","鹿部町","北海道",2021-02-07,"鹿部町議会議員選挙",1,0,0,0,0,9,71,51,69.8888888888889,0.888888888888889,0,0.111111111111111,0,0,1
"R01343","北海道","鹿部町","北海道",2021-02-07,"鹿部町長選挙",0,1,0,0,0,1,49,49,49,0,0,0,0,0,1
"R01345","北海道","森町","北海道",2012-10-14,"森町長選挙",0,1,0,0,0,4,56,56,56,0,1,0,0,0,1
"R01345","北海道","森町","北海道",2015-04-26,"森町議会議員選挙",1,0,0,0,0,18,65,42,63.375,0.5625,0.25,0.1875,0.0625,0.0625,0.875
"R01345","北海道","森町","北海道",2016-10-16,"森町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01345","北海道","森町","北海道",2019-04-21,"森町議会議員選挙",1,0,0,0,0,16,67.5,46,64.5625,0.625,0.25,0.1875,0.0625,0.0625,0.875
"R01345","北海道","森町","北海道",2020-10-11,"森町長選挙",0,1,0,0,0,3,41,41,41,0,1,0,0,0,1
"R01346","北海道","八雲町","北海道",2013-10-20,"八雲町議会議員選挙",1,0,0,0,0,17,53,37,55.625,0.1875,0.1875,0.125,0.0625,0.125,0.8125
"R01346","北海道","八雲町","北海道",2013-10-20,"八雲町長選挙",0,1,0,0,0,1,56,56,56,0,1,0,0,0,1
"R01346","北海道","八雲町","北海道",2017-10-15,"八雲町議会議員選挙",1,0,0,0,0,17,57,47,59.9375,0.3125,0.0625,0.125,0.0625,0.125,0.8125
"R01346","北海道","八雲町","北海道",2017-10-15,"八雲町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01346","北海道","八雲町","北海道",2021-10-17,"八雲町議会議員選挙",1,0,0,0,0,14,60.5,51,62.2142857142857,0.214285714285714,0.0714285714285714,0.214285714285714,0.0714285714285714,0.142857142857143,0.785714285714286
"R01346","北海道","八雲町","北海道",2021-10-17,"八雲町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01347","北海道","長万部町","北海道",2014-07-13,"長万部町議会議員補欠選挙",1,0,1,0,0,3,66,66,66,1,0,0,0,0,1
"R01347","北海道","長万部町","北海道",2014-07-13,"長万部町長選挙",0,1,0,0,0,2,66,66,66,1,1,0,0,0,1
"R01347","北海道","長万部町","北海道",2015-04-26,"長万部町議会議員選挙",1,0,0,0,0,15,61.5,39,59.6,0.3,0.4,0.1,0.1,0,0.9
"R01347","北海道","長万部町","北海道",2018-07-08,"長万部町長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R01347","北海道","長万部町","北海道",2019-04-21,"長万部町議会議員選挙",1,0,0,0,0,11,64.5,42,62.4,0.5,0,0.1,0.1,0,0.9
"R01361","北海道","江差町","北海道",2014-07-13,"江差町議会議員補欠選挙",1,0,1,0,0,1,57,57,57,0,1,0,0,0,1
"R01361","北海道","江差町","北海道",2014-07-13,"江差町長選挙",0,1,0,0,0,4,29,29,29,0,1,0,0,0,1
"R01361","北海道","江差町","北海道",2015-07-26,"江差町議会議員選挙",1,0,0,0,0,15,66,37,62.5,0.583333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.166666666666667,0.666666666666667
"R01361","北海道","江差町","北海道",2018-07-22,"江差町長選挙",0,1,0,0,0,1,33,33,33,0,0,0,0,0,1
"R01361","北海道","江差町","北海道",2019-07-21,"江差町議会議員選挙",1,0,0,0,0,13,67.5,41,63.5,0.583333333333333,0.166666666666667,0.166666666666667,0.0833333333333333,0.166666666666667,0.75
"R01362","北海道","上ノ国町","北海道",2014-05-25,"上ノ国町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01362","北海道","上ノ国町","北海道",2015-04-26,"上ノ国町議会議員選挙",1,0,0,0,0,12,71,64,71.6666666666667,0.888888888888889,0.111111111111111,0,0,0,1
"R01362","北海道","上ノ国町","北海道",2018-05-27,"上ノ国町長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R01362","北海道","上ノ国町","北海道",2019-04-21,"上ノ国町議会議員選挙",1,0,0,0,0,11,71,34,66.8888888888889,0.777777777777778,0.333333333333333,0,0,0.111111111111111,0.888888888888889
"R01363","北海道","厚沢部町","北海道",2015-04-26,"厚沢部町議会議員選挙",1,0,0,0,0,10,64,43,62.4,0.4,0,0,0,0.1,0.9
"R01363","北海道","厚沢部町","北海道",2015-04-26,"厚沢部町長選挙",0,1,0,0,0,1,71,71,71,1,0,0,0,0,1
"R01363","北海道","厚沢部町","北海道",2019-04-21,"厚沢部町議会議員選挙",1,0,0,0,0,10,65.5,42,63,0.7,0.3,0,0,0,1
"R01363","北海道","厚沢部町","北海道",2019-04-21,"厚沢部町長選挙",0,1,0,0,0,1,75,75,75,1,0,0,0,0,1
"R01364","北海道","乙部町","北海道",2015-04-26,"乙部町議会議員選挙",1,0,0,0,0,10,64.5,49,62.9,0.5,0.2,0.1,0,0.1,0.9
"R01364","北海道","乙部町","北海道",2015-04-26,"乙部町長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R01364","北海道","乙部町","北海道",2019-04-21,"乙部町議会議員選挙",1,0,0,0,0,11,63.5,32,60,0.5,0.3,0.1,0,0.1,0.9
"R01364","北海道","乙部町","北海道",2019-04-21,"乙部町長選挙",0,1,0,0,0,2,53,53,53,0,1,0,0,0,1
"R01367","北海道","奥尻町","北海道",2013-02-17,"奥尻町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01367","北海道","奥尻町","北海道",2015-04-26,"奥尻町議会議員選挙",1,0,0,0,0,9,59.5,50,61.625,0.375,0.25,0,0,0,1
"R01367","北海道","奥尻町","北海道",2017-02-19,"奥尻町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01367","北海道","奥尻町","北海道",2019-04-21,"奥尻町議会議員選挙",1,0,0,0,0,8,63.5,54,65.875,0.5,0,0,0,0.125,0.875
"R01367","北海道","奥尻町","北海道",2021-02-21,"奥尻町長選挙",0,1,0,0,0,1,68,68,68,1,0,0,0,0,1
"R01370","北海道","今金町","北海道",2015-04-26,"今金町議会議員選挙",1,0,0,0,0,13,64,44,63.4166666666667,0.5,0.166666666666667,0.166666666666667,0.0833333333333333,0,0.916666666666667
"R01370","北海道","今金町","北海道",2015-04-26,"今金町長選挙",0,1,0,0,0,2,65,65,65,1,0,0,0,0,1
"R01370","北海道","今金町","北海道",2019-04-21,"今金町議会議員選挙",1,0,0,0,0,13,66,47,64.25,0.666666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0,0.916666666666667
"R01370","北海道","今金町","北海道",2019-04-21,"今金町長選挙",0,1,0,0,0,1,69,69,69,1,0,0,0,0,1
"R01371","北海道","せたな町","北海道",2013-09-08,"せたな町議会議員補欠選挙",1,0,1,0,0,2,62,62,62,0,0,0,0,0,1
"R01371","北海道","せたな町","北海道",2013-09-08,"せたな町長選挙",0,1,0,0,0,2,62,62,62,0,0,0,0,0,1
"R01371","北海道","せたな町","北海道",2015-04-26,"せたな町議会議員選挙",1,0,0,0,0,13,63,45,61.0833333333333,0.25,0.166666666666667,0,0,0.0833333333333333,0.916666666666667
"R01371","北海道","せたな町","北海道",2017-09-03,"せたな町長選挙",0,1,0,0,0,2,66,66,66,1,0,0,0,0,1
"R01371","北海道","せたな町","北海道",2019-04-21,"せたな町議会議員選挙",1,0,0,0,0,14,67,51,64.75,0.666666666666667,0.333333333333333,0,0,0,1
"R01371","北海道","せたな町","北海道",2021-09-05,"せたな町長選挙",0,1,0,0,0,1,70,70,70,1,0,0,0,0,1
"R01391","北海道","島牧村","北海道",2013-09-15,"島牧村議会議員選挙",1,0,0,0,0,9,57.5,56,61.25,0.375,0.125,0,0,0,1
"R01391","北海道","島牧村","北海道",2015-08-02,"島牧村長選挙",0,1,0,0,0,3,63,63,63,0,0,0,0,0,1
"R01391","北海道","島牧村","北海道",2017-09-24,"島牧村議会議員選挙",1,0,0,0,0,8,61.5,55,64.625,0.375,0,0,0,0,1
"R01391","北海道","島牧村","北海道",2019-08-04,"島牧村長選挙",0,1,0,0,0,2,67,67,67,1,0,0,0,0,1
"R01391","北海道","島牧村","北海道",2021-09-26,"島牧村議会議員選挙",1,0,0,0,0,10,65.5,59,68.625,0.625,0.125,0,0,0,1
"R01392","北海道","寿都町","北海道",2013-10-22,"寿都町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01392","北海道","寿都町","北海道",2015-10-06,"寿都町議会議員選挙",1,0,0,0,0,10,60,41,60.5555555555556,0.333333333333333,0.111111111111111,0.111111111111111,0,0.111111111111111,0.888888888888889
"R01392","北海道","寿都町","北海道",2017-10-24,"寿都町長選挙",0,1,0,0,0,1,68,68,68,1,0,0,0,0,1
"R01392","北海道","寿都町","北海道",2019-10-08,"寿都町議会議員選挙",1,0,0,0,0,10,64,55,65.2222222222222,0.444444444444444,0.222222222222222,0.111111111111111,0,0.111111111111111,0.888888888888889
"R01392","北海道","寿都町","北海道",2021-10-26,"寿都町議会議員補欠選挙",1,0,1,0,0,2,31,31,31,0,1,0,0,0,1
"R01392","北海道","寿都町","北海道",2021-10-26,"寿都町長選挙",0,1,0,0,0,2,72,72,72,1,0,0,0,0,1
"R01393","北海道","黒松内町","北海道",2013-01-22,"黒松内町長選挙",0,1,0,0,0,2,54,54,54,0,1,0,0,0,1
"R01393","北海道","黒松内町","北海道",2015-10-20,"黒松内町議会議員選挙",1,0,0,0,0,10,62,52,62.6666666666667,0.444444444444444,0.222222222222222,0,0,0.222222222222222,0.777777777777778
"R01393","北海道","黒松内町","北海道",2017-01-17,"黒松内町長選挙",0,1,0,0,0,1,58,58,58,0,0,0,0,0,1
"R01393","北海道","黒松内町","北海道",2019-10-16,"黒松内町議会議員選挙",1,0,0,0,0,9,66,56,66.6666666666667,0.666666666666667,0,0,0,0.222222222222222,0.777777777777778
"R01393","北海道","黒松内町","北海道",2021-01-19,"黒松内町長選挙",0,1,0,0,0,1,62,62,62,0,0,0,0,0,1
"R01394","北海道","蘭越町","北海道",2012-10-14,"蘭越町長選挙",0,1,0,0,0,1,75,75,75,1,0,0,0,0,1
"R01394","北海道","蘭越町","北海道",2015-04-26,"蘭越町議会議員選挙",1,0,0,0,0,13,65,54,64.2,0.5,0.4,0.2,0,0.1,0.9
"R01394","北海道","蘭越町","北海道",2016-10-30,"蘭越町長選挙",0,1,0,0,0,2,60,60,60,0,1,0,0,0,1
"R01394","北海道","蘭越町","北海道",2019-04-21,"蘭越町議会議員選挙",1,0,0,0,0,11,67.5,49,64.3,0.6,0.2,0.2,0,0.1,0.9
"R01394","北海道","蘭越町","北海道",2020-10-25,"蘭越町議会議員補欠選挙",1,0,1,0,0,4,63,63,63,0,1,0,0,0,1
"R01394","北海道","蘭越町","北海道",2020-10-25,"蘭越町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01395","北海道","ニセコ町","北海道",2013-09-29,"ニセコ町長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01395","北海道","ニセコ町","北海道",2015-04-26,"ニセコ町議会議員選挙",1,0,0,0,0,11,62,45,59.9,0.3,0.4,0.1,0,0.1,0.9
"R01395","北海道","ニセコ町","北海道",2017-10-01,"ニセコ町長選挙",0,1,0,0,0,1,64,64,64,0,0,0,0,0,1
"R01395","北海道","ニセコ町","北海道",2019-04-21,"ニセコ町議会議員選挙",1,0,0,0,0,11,63.5,53,63.2,0.5,0.4,0.1,0,0.1,0.9
"R01395","北海道","ニセコ町","北海道",2021-09-26,"ニセコ町長選挙",0,1,0,0,0,1,68,68,68,1,0,0,0,0,1
"R01396","北海道","真狩村","北海道",2012-11-11,"真狩村長選挙",0,1,0,0,0,1,60,60,60,0,0,0,0,0,1
"R01396","北海道","真狩村","北海道",2015-04-26,"真狩村議会議員選挙",1,0,0,0,0,9,64.5,47,62.875,0.5,0.25,0.125,0,0,1
"R01396","北海道","真狩村","北海道",2016-11-13,"真狩村議会議員補欠選挙",1,0,1,0,0,1,60,60,60,0,1,0,0,0,1
"R01396","北海道","真狩村","北海道",2016-11-13,"真狩村長選挙",0,1,0,0,0,2,64,64,64,0,0,0,0,0,1
"R01396","北海道","真狩村","北海道",2019-04-21,"真狩村議会議員選挙",1,0,0,0,0,8,60,36,60.125,0.375,0.375,0.125,0,0,1
"R01396","北海道","真狩村","北海道",2020-11-15,"真狩村長選挙",0,1,0,0,0,2,55,55,55,0,1,0,0,0,1
"R01397","北海道","留寿都村","北海道",2013-03-24,"留寿都村議会議員補欠選挙",1,0,1,0,0,2,62,62,62,0,1,0,0,1,0
"R01397","北海道","留寿都村","北海道",2013-03-24,"留寿都村長選挙",0,1,0,0,0,2,63,63,63,0,1,0,0,0,1
"R01397","北海道","留寿都村","北海道",2015-04-26,"留寿都村議会議員選挙",1,0,0,0,0,13,63,49,62.4,0.4,0.4,0,0,0.1,0.9
"R01397","北海道","留寿都村","北海道",2017-03-26,"留寿都村議会議員補欠選挙",1,0,1,0,0,3,43,43,43,0,1,0,0,0,1
"R01397","北海道","留寿都村","北海道",2017-03-26,"留寿都村長選挙",0,1,0,0,0,2,67,67,67,1,0,0,0,0,1
"R01397","北海道","留寿都村","北海道",2019-04-21,"留寿都村議会議員選挙",1,0,0,0,0,14,60,53,63.2222222222222,0.444444444444444,0.222222222222222,0.222222222222222,0,0.111111111111111,0.888888888888889
"R01397","北海道","留寿都村","北海道",2021-03-21,"留寿都村議会議員補欠選挙",1,0,1,0,0,3,47,47,47,0,0,0,0,0,1
